나이,BM지수등급,성별,추천운동명
10대,정상,남자,허리 감아 볼 돌리기
10대,정상,여자,앉아서 가슴 모으기
10대,정상,남자,앉았다 일어서기
10대,정상,남자,짐볼 앉기 평형성 운동 루틴 프로그램
10대,정상,남자,전신 루틴 스트레칭
10대,정상,남자,하지 루틴 스트레칭2
10대,정상,남자,앉았다 일어서기
10대,정상,남자,목봉잡고 앉았다 일어나기
10대,정상,남자,밴드 잡고 누워서 다리 밀기
10대,정상,남자,엎드려 버티기
10대,정상,남자,팔굽혀 펴기
10대,정상,남자,무릎굽혀 원 그리기
10대,정상,남자,앉아서 밴드 잡고 몸통 돌리기
10대,정상,남자,목 스트레칭
10대,정상,남자,하지 루틴 스트레칭1
10대,정상,남자,상지 루틴 스트레칭
10대,정상,여자,짐볼 앉기 평형성 운동 루틴 프로그램
10대,정상,여자,자가근막이완술 루틴 스트레칭
10대,정상,여자,목 굽힘/ 폄 I
10대,정상,여자,몸 앞으로 굽히기
10대,정상,여자,목 돌림 스트레칭
10대,정상,여자,몸통 들어올리기
10대,정상,여자,목봉잡고 앉았다 일어나기
10대,정상,여자,밴드 잡고 누워서 다리 밀기
10대,정상,여자,벽에서 팔굽혀 펴기
10대,정상,여자,팔굽혀 펴기
10대,정상,여자,짐볼 앉기 평형성 운동 루틴 프로그램
10대,정상,여자,하지 루틴 스트레칭2
10대,정상,여자,무릎굽혀 원 그리기
10대,정상,여자,의자에 앉아 옆구리 숙이기
10대,정상,여자,전진 점프하며 발바닥 찍기
10대,정상,여자,앉아서 밴드 잡고 몸통 돌리기
10대,정상,여자,전신 루틴 스트레칭
10대,정상,여자,무릎굽혀 원 그리기
10대,정상,여자,전신 루틴 스트레칭
10대,정상,여자,하지 루틴 스트레칭2
10대,정상,여자,달리기
10대,정상,여자,윗몸올리기
10대,정상,여자,앉았다 일어서기
10대,정상,여자,엎드려 버티기
10대,정상,여자,팔굽혀 펴기
10대,정상,여자,몸통 들어올리기
10대,정상,여자,유산소 운동 전 동적 루틴 스트레칭
10대,정상,여자,목 스트레칭
10대,정상,여자,앉아서 밴드 잡고 몸통 돌리기
10대,정상,여자,옆구리늘리기
10대,정상,여자,탄력밴드 어깨 가쪽 돌림
10대,정상,여자,가슴 어깨 펴기
10대,정상,여자,달리기
10대,정상,여자,앉았다 일어서기
10대,정상,여자,네발기기 자세로 팔 다리 들기
10대,정상,여자,누워서 배가로근 수축 II
10대,정상,여자,네발기기 자세에서 다리 위로 뻗어올리기
10대,정상,여자,전신 루틴 스트레칭
10대,정상,여자,자가근막이완술 루틴 스트레칭
10대,정상,여자,전신 루틴 스트레칭
10대,1단계비만,여자,팔꿈치 맞닿아 원그리기
10대,1단계비만,여자,어깨 스트레칭
10대,1단계비만,여자,양팔 벌려 전신 비틀기
10대,1단계비만,여자,전신 루틴 스트레칭
10대,비만전단계비만,남자,하지 루틴 스트레칭1
10대,비만전단계비만,남자,자가근막이완술 루틴 스트레칭
10대,비만전단계비만,남자,하지 루틴 스트레칭2
10대,비만전단계비만,남자,누워서 전신 뻗기
10대,비만전단계비만,남자,트레드밀에서 걷기
10대,비만전단계비만,남자,팔굽혀 펴기
10대,비만전단계비만,남자,줄넘기
10대,비만전단계비만,남자,엎드려 버티기
10대,비만전단계비만,남자,계단 올라갔다 내려오기
10대,비만전단계비만,남자,상지 루틴 스트레칭
10대,비만전단계비만,남자,허리 스트레칭
10대,비만전단계비만,남자,전신 루틴 스트레칭
10대,비만전단계비만,남자,목 스트레칭
10대,비만전단계비만,여자,엉덩이 스트레칭2
10대,비만전단계비만,여자,목 스트레칭
10대,비만전단계비만,여자,옆구리 스트레칭
10대,비만전단계비만,여자,등/어깨 뒤쪽 스트레칭
10대,비만전단계비만,여자,넙다리 뒤쪽 스트레칭
10대,비만전단계비만,여자,밴드 걸고 앉아서 발등 굽힘
10대,비만전단계비만,여자,밴드 걸고 옆으로 누워 다리 올리기
10대,비만전단계비만,여자,짐볼에서 윗몸 일으키기
10대,비만전단계비만,여자,계단 뛰어 오르기
10대,비만전단계비만,여자,계단 올라갔다 내려오기
10대,비만전단계비만,여자,어깨 스트레칭
10대,비만전단계비만,여자,깍지 끼고 상체 숙이기
10대,비만전단계비만,여자,양팔 벌려 전신 비틀기
10대,비만전단계비만,여자,팔꿈치 맞닿아 원그리기
10대,저체중,남자,엎드려 버티기
10대,비만전단계비만,여자,전신 루틴 스트레칭
10대,저체중,남자,전신 루틴 스트레칭
10대,저체중,남자,하지 루틴 스트레칭1
10대,저체중,남자,하지 루틴 스트레칭2
10대,저체중,남자,누워서 전신 뻗기
10대,저체중,남자,트레드밀에서 걷기
10대,저체중,남자,한발 앞으로 내밀고 앉았다 일어서기
10대,저체중,남자,팔굽혀 펴기
10대,저체중,남자,줄넘기
10대,저체중,남자,엎드려 버티기
10대,저체중,남자,윗몸올리기
10대,저체중,남자,가슴/어깨 앞쪽 스트레칭
10대,저체중,남자,트레드밀에서 걷기
10대,저체중,남자,등/어깨 뒤쪽 스트레칭
10대,저체중,남자,전신 루틴 스트레칭
10대,저체중,남자,목 스트레칭
10대,저체중,여자,엉덩이 스트레칭2
10대,저체중,여자,옆구리 스트레칭
10대,저체중,여자,목 스트레칭
10대,저체중,여자,등/어깨 뒤쪽 스트레칭
10대,저체중,여자,넙다리 뒤쪽 스트레칭
10대,저체중,여자,밴드 걸고 옆으로 누워 다리 올리기
10대,저체중,여자,짐볼에서 윗몸 일으키기
10대,저체중,여자,밴드 걸고 누워서 다리 들어올리기
10대,저체중,여자,몸통 들어올리기
10대,저체중,여자,밴드 걸고 앉아서 발등 굽힘
10대,저체중,여자,팔꿈치 맞닿아 원그리기
10대,저체중,여자,양팔 벌려 전신 비틀기
10대,저체중,여자,깍지 끼고 상체 숙이기
10대,저체중,여자,어깨 스트레칭
10대,저체중,여자,전신 루틴 스트레칭
10대,정상,남자,하지 루틴 스트레칭1
10대,정상,남자,전신 루틴 스트레칭
10대,정상,남자,누워서 전신 뻗기
10대,정상,남자,트레드밀에서 걷기
10대,정상,남자,하지 루틴 스트레칭2
10대,정상,남자,달리기
10대,정상,남자,앉았다 일어서기
10대,정상,남자,줄넘기
10대,정상,남자,윗몸올리기
10대,정상,남자,엎드려 버티기
10대,정상,남자,상지 루틴 스트레칭
10대,정상,남자,하지 루틴 스트레칭1
10대,정상,남자,유산소 운동 전 동적 루틴 스트레칭
10대,정상,남자,목 스트레칭
10대,정상,남자,전신 루틴 스트레칭
10대,정상,여자,목 스트레칭
10대,정상,여자,등/어깨 뒤쪽 스트레칭
10대,정상,여자,엉덩이 스트레칭2
10대,정상,여자,옆구리 스트레칭
10대,정상,여자,넙다리 뒤쪽 스트레칭
10대,정상,여자,짐볼에서 윗몸 일으키기
10대,정상,여자,몸통 들어올리기
10대,정상,여자,밴드 걸고 옆으로 누워 다리 올리기
10대,정상,여자,밴드 걸고 앉아서 발등 굽힘
10대,정상,여자,밴드 걸고 누워서 다리 들어올리기
10대,정상,여자,양팔 벌려 전신 비틀기
10대,정상,여자,팔꿈치 맞닿아 원그리기
10대,정상,여자,깍지 끼고 상체 숙이기
10대,정상,여자,어깨 스트레칭
10대,정상,여자,전신 루틴 스트레칭
10대,비만전단계비만,남자,윗몸올리기
10대,1단계비만,남자,상지 루틴 스트레칭
10대,1단계비만,남자,아래 팔 스트레칭
10대,1단계비만,남자,팔굽혀 펴기
10대,1단계비만,남자,엎드려 버티기
10대,1단계비만,남자,윗몸올리기
10대,1단계비만,남자,밴드 잡고 누워서 다리 밀기
10대,1단계비만,남자,목봉잡고 앉았다 일어나기
10대,1단계비만,남자,하지 루틴 스트레칭2
10대,2단계비만,여자,짐볼 앉기 평형성 운동 루틴 프로그램
10대,2단계비만,여자,손 뻗어 윗몸 일으키기
10대,2단계비만,여자,다리 뻗어 올리기
10대,2단계비만,여자,짐볼 앉아 상체 숙이기
10대,3단계비만,남자,목 스트레칭
10대,3단계비만,남자,하지 루틴 스트레칭1
20대,2단계비만,여자,옆구리늘리기
20대,3단계비만,남자,넙다리 뒤쪽 스트레칭
20대,3단계비만,남자,하지 루틴 스트레칭1
20대,3단계비만,남자,자가근막이완술 루틴 스트레칭
20대,3단계비만,남자,누워서 전신 뻗기
20대,3단계비만,남자,트레드밀에서 걷기
20대,3단계비만,남자,아쿠아로빅
20대,3단계비만,남자,물병 옆으로 들어올리기
20대,3단계비만,남자,누워서 하늘 자전거
20대,3단계비만,남자,아쿠아로빅-엉덩관절 회전하기
20대,3단계비만,남자,줄넘기
20대,3단계비만,남자,상지 루틴 스트레칭
20대,3단계비만,남자,하지 루틴 스트레칭1
20대,3단계비만,남자,전신 루틴 스트레칭
20대,3단계비만,남자,유산소 운동 전 동적 루틴 스트레칭
20대,3단계비만,남자,수영
20대,3단계비만,여자,넙다리 뒤쪽 스트레칭
20대,3단계비만,여자,옆구리 스트레칭
20대,3단계비만,여자,엉덩이 스트레칭2
20대,3단계비만,여자,등/어깨 뒤쪽 스트레칭
20대,3단계비만,여자,목 스트레칭
20대,3단계비만,여자,밴드 걸고 옆으로 누워 다리 올리기
20대,3단계비만,여자,짐볼에서 윗몸 일으키기
20대,3단계비만,여자,몸통 들어올리기
20대,3단계비만,여자,밴드 걸고 누워서 다리 들어올리기
20대,3단계비만,여자,밴드 걸고 앉아서 발등 굽힘
20대,3단계비만,여자,수영
20대,3단계비만,여자,양팔 벌려 전신 비틀기
20대,3단계비만,여자,팔꿈치 맞닿아 원그리기
20대,3단계비만,여자,깍지 끼고 상체 숙이기
20대,3단계비만,여자,어깨 스트레칭
20대,2단계비만,남자,넙다리 뒤쪽 스트레칭
20대,2단계비만,남자,하지 루틴 스트레칭1
20대,2단계비만,남자,자가근막이완술 루틴 스트레칭
20대,2단계비만,남자,트레드밀에서 걷기
20대,2단계비만,남자,누워서 전신 뻗기
20대,2단계비만,남자,물병 옆으로 들어올리기
20대,2단계비만,남자,누워서 하늘 자전거
20대,2단계비만,남자,서서 균형잡기
20대,2단계비만,남자,아쿠아로빅
20대,2단계비만,남자,줄넘기
20대,2단계비만,남자,하지 루틴 스트레칭1
20대,2단계비만,남자,상지 루틴 스트레칭
20대,2단계비만,남자,전신 루틴 스트레칭
20대,2단계비만,남자,유산소 운동 전 동적 루틴 스트레칭
20대,2단계비만,남자,수영
20대,2단계비만,여자,옆구리 스트레칭
20대,2단계비만,여자,목 스트레칭
20대,2단계비만,여자,등/어깨 뒤쪽 스트레칭
20대,2단계비만,여자,엉덩이 스트레칭2
20대,2단계비만,여자,넙다리 뒤쪽 스트레칭
20대,2단계비만,여자,짐볼에서 윗몸 일으키기
20대,2단계비만,여자,몸통 들어올리기
20대,2단계비만,여자,밴드 걸고 앉아서 발등 굽힘
20대,2단계비만,여자,밴드 걸고 누워서 다리 들어올리기
20대,2단계비만,여자,밴드 걸고 옆으로 누워 다리 올리기
20대,2단계비만,여자,수영
20대,2단계비만,여자,깍지 끼고 상체 숙이기
20대,2단계비만,여자,양팔 벌려 전신 비틀기
20대,2단계비만,여자,어깨 스트레칭
20대,2단계비만,여자,팔꿈치 맞닿아 원그리기
20대,1단계비만,남자,상지 루틴 스트레칭
20대,1단계비만,남자,누워서 전신 뻗기
20대,1단계비만,남자,트레드밀에서 걷기
20대,1단계비만,남자,자가근막이완술 루틴 스트레칭
20대,1단계비만,남자,하지 루틴 스트레칭1
20대,1단계비만,남자,턱걸이
20대,1단계비만,남자,뒤로 팔굽혀펴기
20대,1단계비만,남자,계단 올라갔다 내려오기
20대,1단계비만,남자,윗몸올리기
20대,1단계비만,남자,엎드려 버티기
20대,1단계비만,남자,목 스트레칭
20대,1단계비만,남자,등/어깨 뒤쪽 스트레칭
20대,1단계비만,남자,수영
20대,1단계비만,남자,전신 루틴 스트레칭
20대,1단계비만,남자,유산소 운동 전 동적 루틴 스트레칭
20대,1단계비만,여자,옆구리 스트레칭
20대,1단계비만,여자,엉덩이 스트레칭2
20대,1단계비만,여자,목 스트레칭
20대,1단계비만,여자,넙다리 뒤쪽 스트레칭
20대,1단계비만,여자,자가근막이완술 루틴 스트레칭
20대,1단계비만,여자,짐볼에서 윗몸 일으키기
20대,1단계비만,여자,밴드 걸고 앉아서 발등 굽힘
20대,1단계비만,여자,밴드 걸고 옆으로 누워 다리 올리기
20대,1단계비만,여자,의자 앞에서 앉았다 일어서기
20대,1단계비만,여자,계단 올라갔다 내려오기
20대,1단계비만,여자,양팔 벌려 전신 비틀기
20대,1단계비만,여자,깍지 끼고 상체 숙이기
20대,1단계비만,여자,어깨 스트레칭
20대,1단계비만,여자,팔꿈치 맞닿아 원그리기
20대,1단계비만,여자,전신 루틴 스트레칭
20대,비만전단계비만,남자,조깅
20대,비만전단계비만,남자,하지 루틴 스트레칭1
20대,비만전단계비만,남자,누워서 전신 뻗기
20대,비만전단계비만,남자,트레드밀에서 걷기
20대,비만전단계비만,남자,자가근막이완술 루틴 스트레칭
20대,비만전단계비만,남자,서서 균형잡기
20대,비만전단계비만,남자,줄넘기
20대,비만전단계비만,남자,엎드려 버티기
20대,비만전단계비만,남자,계단 뛰어 오르기
20대,비만전단계비만,남자,계단 올라갔다 내려오기
20대,비만전단계비만,남자,수영
20대,비만전단계비만,남자,허리 스트레칭
20대,비만전단계비만,남자,유산소 운동 전 동적 루틴 스트레칭
20대,비만전단계비만,남자,목 스트레칭
20대,비만전단계비만,남자,전신 루틴 스트레칭
20대,비만전단계비만,여자,목 스트레칭
20대,비만전단계비만,여자,옆구리 스트레칭
20대,비만전단계비만,여자,등/어깨 뒤쪽 스트레칭
20대,비만전단계비만,여자,넙다리 뒤쪽 스트레칭
20대,비만전단계비만,여자,자가근막이완술 루틴 스트레칭
20대,비만전단계비만,여자,밴드 걸고 옆으로 누워 다리 올리기
20대,비만전단계비만,여자,짐볼에서 윗몸 일으키기
